Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At
7365791809702,The Classy Gift Box,Gift Boxes,,42648359731366,69.99,0,2022-04-23T11:23:49+02:00,2022-04-23T11:23:49+02:00
7365791809702,The Classy Gift Box,Gift Boxes,,42648359764134,69.99,0,2022-04-23T11:23:49+02:00,2022-04-23T11:23:49+02:00
7365791809702,The Classy Gift Box,Gift Boxes,,42648359796902,69.99,0,2022-04-23T11:23:49+02:00,2022-04-23T11:23:49+02:00
7594448814246,The Elegant Gift,Christmas gift boxes,,43676510191782,62.59,0,2022-11-01T17:31:53+01:00,2022-11-01T17:31:52+01:00
9983014863197,The Essential Christmas Gift,,2024-10-30T20:38:19+01:00,54300745367901,20.99,0,2024-10-24T08:41:18+02:00,2024-10-24T08:41:15+02:00
9983014863197,The Essential Christmas Gift,,2024-10-30T20:38:19+01:00,54300745400669,20.99,0,2024-10-24T08:41:18+02:00,2024-10-24T08:41:15+02:00
9983014863197,The Essential Christmas Gift,,2024-10-30T20:38:19+01:00,54300745433437,20.99,0,2024-10-24T08:41:18+02:00,2024-10-24T08:41:15+02:00
7367820345510,The Executive,Gift Boxes,,42659484336294,39.99,0,2022-04-25T18:41:47+02:00,2022-04-25T18:41:46+02:00
8689592795485,The Famous Grouse,Wines & Spirits,2023-10-21T04:08:54+02:00,48909153993053,19.99,10,2023-10-21T04:08:54+02:00,2023-10-21T04:08:54+02:00
9994266640733,The Festive Flair Scotch and Style Box,,2024-10-30T21:14:32+01:00,54361001886045,62.99,15,2024-10-26T17:49:42+02:00,2024-10-26T17:49:41+02:00
9994266640733,The Festive Flair Scotch and Style Box,,2024-10-30T21:14:32+01:00,54361001918813,62.99,15,2024-10-26T17:49:42+02:00,2024-10-26T17:49:41+02:00
9994266640733,The Festive Flair Scotch and Style Box,,2024-10-30T21:14:32+01:00,54361001951581,62.99,14,2024-10-26T17:49:42+02:00,2024-10-26T17:49:41+02:00
8429541818717,The Gentleman Memory Gift,,,46936955715933,57.99,5,2023-06-04T20:19:00+02:00,2023-06-04T20:16:31+02:00
8676430676317,The Healing Yoga Deck,Games,2023-11-03T19:33:40+01:00,48853163737437,17.99,10,2023-10-14T22:37:58+02:00,2023-10-14T22:37:58+02:00
8738586263901,The King's Gambit,Gift Boxes,,49128953119069,158.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953151837,177.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953184605,141.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953217373,141.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953250141,147.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953282909,172.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953315677,176.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953348445,182.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953381213,192.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953413981,154.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953446749,149.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953479517,181.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953512285,167.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
8738586263901,The King's Gambit,Gift Boxes,,49128953545053,157.99,0,2023-11-13T17:49:55+01:00,2023-11-13T17:00:51+01:00
7367800553638,The Legend,Gift Boxes,,42659442786470,39.99,0,2022-04-25T18:30:33+02:00,2022-04-25T18:30:33+02:00
7594443112614,The Legend,Christmas gift boxes,,43676478537894,34.99,0,2022-11-01T17:07:24+01:00,2022-11-01T17:07:24+01:00
7594443112614,The Legend,Christmas gift boxes,,43676478570662,34.99,0,2022-11-01T17:07:24+01:00,2022-11-01T17:07:24+01:00
7594443112614,The Legend,Christmas gift boxes,,43676478603430,34.99,0,2022-11-01T17:07:24+01:00,2022-11-01T17:07:24+01:00
7594443112614,The Legend,Christmas gift boxes,,43676478636198,34.99,0,2022-11-01T17:07:24+01:00,2022-11-01T17:07:24+01:00
8734416601437,The Legend,Gift Boxes,,49109093679453,77.99,9,2023-11-11T13:40:45+01:00,2023-11-11T13:40:45+01:00
8339506954589,The Legendary,,,46363824324957,89.99,0,2023-03-10T20:42:19+01:00,2023-03-10T20:42:19+01:00
